code,area name,index,category,value,average salary
E07000026,Allerdale,21,Cancer [Pe5],102.4,26317.2
E07000026,Allerdale,22,Cardiovascular conditions [Pe5],110.1,26317.2
E07000026,Allerdale,23,Dementia [Pe5],105.2,26317.2
E07000026,Allerdale,24,Diabetes [Pe5],112,26317.2
E07000026,Allerdale,25,Kidney and liver disease [Pe5],104.2,26317.2
E07000026,Allerdale,26,Musculoskeletal conditions [Pe5],105.9,26317.2
E07000026,Allerdale,27,Respiratory conditions [Pe5],110.3,26317.2
E07000026,Allerdale,28,Healthy Lives Domain,101.4,26317.2
E07000026,Allerdale,29,Behavioural risk factors [L],106.8,26317.2
E07000026,Allerdale,30,Alcohol misuse [L1],99.6,26317.2
E07000026,Allerdale,31,Drug misuse [L1],95.2,26317.2
E07000026,Allerdale,32,Healthy eating [L1],100.4,26317.2
E07000026,Allerdale,33,Physical activity [L1],115.2,26317.2
E07000026,Allerdale,34,Sedentary behaviour [L1],103.7,26317.2
E07000026,Allerdale,35,Sexually transmitted infections [L1],104.4,26317.2
E07000026,Allerdale,36,Smoking [L1],104,26317.2
E07000026,Allerdale,37,Children and young people [L],103.7,26317.2
E07000026,Allerdale,38,Early years development [L2],103.4,26317.2
E07000026,Allerdale,39,Pupil absences [L2],102,26317.2
E07000026,Allerdale,40,Pupil attainment [L2],108.9,26317.2
E07000026,Allerdale,41,Teenage pregnancy [L2],95.8,26317.2
E07000026,Allerdale,42,"Young people in education, employment and apprenticeships [L2]",103.5,26317.2
E07000026,Allerdale,43,Physiological risk factors [L],85.4,26317.2
E07000026,Allerdale,44,High blood pressure [L3],106.4,26317.2
E07000026,Allerdale,45,Low birth weight [L3],93.1,26317.2
E07000026,Allerdale,46,Overweight and obesity in adults [L3],106.9,26317.2
E07000026,Allerdale,47,Overweight and obesity in children [L3],79.6,26317.2
E07000026,Allerdale,48,Protective measures [L],108.6,26317.2
E07000026,Allerdale,49,Cancer screening attendance [L4],101.5,26317.2
E07000026,Allerdale,50,Child vaccination coverage [L4],113.9,26317.2
E07000026,Allerdale,51,Healthy Places Domain,121,26317.2
E07000026,Allerdale,52,Access to green space [Pl],106,26317.2
E07000026,Allerdale,53,Private outdoor space [Pl1],106,26317.2
E07000026,Allerdale,54,Access to services [Pl],91,26317.2
E07000026,Allerdale,55,Distance to GP services [Pl2],85.9,26317.2
E07000026,Allerdale,56,Distance to pharmacies [Pl2],91.1,26317.2
E07000026,Allerdale,57,Distance to sports or leisure facilities [Pl2],99.6,26317.2
E07000026,Allerdale,58,Internet access [Pl2],90.5,26317.2
E07000026,Allerdale,59,Patients offered acceptable GP practice appointments [Pl2],108.7,26317.2
E07000026,Allerdale,60,Crime [Pl],110.5,26317.2
E07000026,Allerdale,61,Low-level crime [Pl3],120.9,26317.2
E07000026,Allerdale,62,Personal crime [Pl3],98.5,26317.2
E07000026,Allerdale,63,Economic and working conditions [Pl],101.8,26317.2
E07000026,Allerdale,64,Child poverty [Pl4],98.2,26317.2
E07000026,Allerdale,65,Job-related training [Pl4],89.6,26317.2
E07000026,Allerdale,66,Unemployment [Pl4],108.4,26317.2
E07000026,Allerdale,67,Workplace safety [Pl4],102.6,26317.2
E07000026,Allerdale,68,Living conditions [Pl],141.6,26317.2
E07000026,Allerdale,69,Air pollution [Pl5],140.5,26317.2
E07000026,Allerdale,70,Household overcrowding [Pl5],166,26317.2
E07000026,Allerdale,71,Noise complaints [Pl5],108.3,26317.2
E07000026,Allerdale,72,Road safety [Pl5],121.9,26317.2
E07000026,Allerdale,73,Rough sleeping [Pl5],123.2,26317.2
E07000027,Barrow-in-Furness,1,Healthy People Domain,78.8,25828.4
E07000027,Barrow-in-Furness,2,Difficulties in daily life [Pe],79.9,25828.4
E07000027,Barrow-in-Furness,3,Disability [Pe1],53.9,25828.4
E07000027,Barrow-in-Furness,4,Frailty [Pe1],113.3,25828.4
E07000027,Barrow-in-Furness,5,Mental health [Pe],80.2,25828.4
E07000027,Barrow-in-Furness,6,"Children's social, emotional and mental health [Pe2]",93.9,25828.4
E07000027,Barrow-in-Furness,7,Mental health conditions [Pe2],102.8,25828.4
E07000027,Barrow-in-Furness,8,Self-harm [Pe2],81.4,25828.4
E07000027,Barrow-in-Furness,9,Suicides [Pe2],70.9,25828.4
E07000027,Barrow-in-Furness,10,Mortality [Pe],84.9,25828.4
E07000027,Barrow-in-Furness,11,Avoidable mortality [Pe3],84.8,25828.4
E07000027,Barrow-in-Furness,12,Infant mortality [Pe3],97.4,25828.4
E07000027,Barrow-in-Furness,13,Life expectancy [Pe3],83.3,25828.4
E07000027,Barrow-in-Furness,14,Mortality from all causes [Pe3],84.4,25828.4
E07000027,Barrow-in-Furness,15,Personal well-being [Pe],70.1,25828.4
E07000027,Barrow-in-Furness,16,Activities in life are worthwhile [Pe4],45.3,25828.4
E07000027,Barrow-in-Furness,17,Feelings of anxiety [Pe4],75.8,25828.4
E07000027,Barrow-in-Furness,18,Happiness [Pe4],96.1,25828.4
E07000027,Barrow-in-Furness,19,Life satisfaction [Pe4],81.5,25828.4
E07000027,Barrow-in-Furness,20,Physical health conditions [Pe],113.2,25828.4
E07000027,Barrow-in-Furness,21,Cancer [Pe5],115,25828.4
E07000027,Barrow-in-Furness,22,Cardiovascular conditions [Pe5],107.4,25828.4
E07000027,Barrow-in-Furness,23,Dementia [Pe5],110.2,25828.4
E07000027,Barrow-in-Furness,24,Diabetes [Pe5],112.2,25828.4
E07000027,Barrow-in-Furness,25,Kidney and liver disease [Pe5],114,25828.4
E07000027,Barrow-in-Furness,26,Musculoskeletal conditions [Pe5],105.8,25828.4
E07000027,Barrow-in-Furness,27,Respiratory conditions [Pe5],109.6,25828.4
E07000027,Barrow-in-Furness,28,Healthy Lives Domain,92.2,25828.4
E07000027,Barrow-in-Furness,29,Behavioural risk factors [L],90.5,25828.4
E07000027,Barrow-in-Furness,30,Alcohol misuse [L1],91.1,25828.4
E07000027,Barrow-in-Furness,31,Drug misuse [L1],93.9,25828.4
E07000027,Barrow-in-Furness,32,Healthy eating [L1],93.2,25828.4
E07000027,Barrow-in-Furness,33,Physical activity [L1],90.4,25828.4
E07000027,Barrow-in-Furness,34,Sedentary behaviour [L1],91.4,25828.4
E07000027,Barrow-in-Furness,35,Sexually transmitted infections [L1],109,25828.4
E07000027,Barrow-in-Furness,36,Smoking [L1],94.3,25828.4
E07000027,Barrow-in-Furness,37,Children and young people [L],98.1,25828.4
E07000027,Barrow-in-Furness,38,Early years development [L2],108.6,25828.4
E07000027,Barrow-in-Furness,39,Pupil absences [L2],98.3,25828.4
E07000027,Barrow-in-Furness,40,Pupil attainment [L2],98.1,25828.4
E07000027,Barrow-in-Furness,41,Teenage pregnancy [L2],100.5,25828.4
E07000027,Barrow-in-Furness,42,"Young people in education, employment and apprenticeships [L2]",93.7,25828.4
E07000027,Barrow-in-Furness,43,Physiological risk factors [L],84.5,25828.4
E07000027,Barrow-in-Furness,44,High blood pressure [L3],125.2,25828.4
E07000027,Barrow-in-Furness,45,Low birth weight [L3],106.8,25828.4
E07000027,Barrow-in-Furness,46,Overweight and obesity in adults [L3],95.6,25828.4
E07000027,Barrow-in-Furness,47,Overweight and obesity in children [L3],76.9,25828.4
E07000027,Barrow-in-Furness,48,Protective measures [L],101.6,25828.4
E07000027,Barrow-in-Furness,49,Cancer screening attendance [L4],89.4,25828.4
E07000027,Barrow-in-Furness,50,Child vaccination coverage [L4],113.5,25828.4
E07000027,Barrow-in-Furness,51,Healthy Places Domain,113.2,25828.4
E07000027,Barrow-in-Furness,52,Access to green space [Pl],110.8,25828.4
E07000027,Barrow-in-Furness,53,Private outdoor space [Pl1],110.8,25828.4
E07000027,Barrow-in-Furness,54,Access to services [Pl],110.3,25828.4
E07000027,Barrow-in-Furness,55,Distance to GP services [Pl2],105.4,25828.4
E07000027,Barrow-in-Furness,56,Distance to pharmacies [Pl2],105.2,25828.4
E07000027,Barrow-in-Furness,57,Distance to sports or leisure facilities [Pl2],113.9,25828.4
E07000027,Barrow-in-Furness,58,Internet access [Pl2],108.8,25828.4
E07000027,Barrow-in-Furness,59,Patients offered acceptable GP practice appointments [Pl2],112.1,25828.4
E07000027,Barrow-in-Furness,60,Crime [Pl],97.2,25828.4
E07000027,Barrow-in-Furness,61,Low-level crime [Pl3],106.2,25828.4
E07000027,Barrow-in-Furness,62,Personal crime [Pl3],88.6,25828.4
E07000027,Barrow-in-Furness,63,Economic and working conditions [Pl],97.7,25828.4
E07000027,Barrow-in-Furness,64,Child poverty [Pl4],95.2,25828.4
E07000027,Barrow-in-Furness,65,Job-related training [Pl4],102.6,25828.4
E07000027,Barrow-in-Furness,66,Unemployment [Pl4],103.3,25828.4
E07000027,Barrow-in-Furness,67,Workplace safety [Pl4],90.2,25828.4
E07000027,Barrow-in-Furness,68,Living conditions [Pl],115.9,25828.4
E07000027,Barrow-in-Furness,69,Air pollution [Pl5],121.5,25828.4
E07000027,Barrow-in-Furness,70,Household overcrowding [Pl5],130.3,25828.4
E07000027,Barrow-in-Furness,71,Noise complaints [Pl5],84.5,25828.4
E07000027,Barrow-in-Furness,72,Road safety [Pl5],106.4,25828.4
E07000027,Barrow-in-Furness,73,Rough sleeping [Pl5],123.2,25828.4
E07000028,Carlisle,1,Healthy People Domain,89.9,21923.2
E07000028,Carlisle,2,Difficulties in daily life [Pe],104.3,21923.2
E07000028,Carlisle,3,Disability [Pe1],111.2,21923.2
E07000028,Carlisle,4,Frailty [Pe1],95.8,21923.2
E07000028,Carlisle,5,Mental health [Pe],80.4,21923.2
E07000028,Carlisle,6,"Children's social, emotional and mental health [Pe2]",91.1,21923.2
E07000028,Carlisle,7,Mental health conditions [Pe2],85.2,21923.2
E07000028,Carlisle,8,Self-harm [Pe2],89.7,21923.2
E07000028,Carlisle,9,Suicides [Pe2],79.3,21923.2
E07000028,Carlisle,10,Mortality [Pe],94.5,21923.2
E07000028,Carlisle,11,Avoidable mortality [Pe3],94,21923.2
E07000028,Carlisle,12,Infant mortality [Pe3],107.7,21923.2
E07000028,Carlisle,13,Life expectancy [Pe3],92.7,21923.2
E07000028,Carlisle,14,Mortality from all causes [Pe3],91.5,21923.2
E07000028,Carlisle,15,Personal well-being [Pe],89.9,21923.2
E07000028,Carlisle,16,Activities in life are worthwhile [Pe4],92.2,21923.2
E07000028,Carlisle,17,Feelings of anxiety [Pe4],77.5,21923.2
E07000028,Carlisle,18,Happiness [Pe4],102.3,21923.2
E07000028,Carlisle,19,Life satisfaction [Pe4],90.2,21923.2
E07000028,Carlisle,20,Physical health conditions [Pe],96.7,21923.2
E07000028,Carlisle,21,Cancer [Pe5],85.2,21923.2
E07000028,Carlisle,22,Cardiovascular conditions [Pe5],95.9,21923.2
E07000028,Carlisle,23,Dementia [Pe5],162.9,21923.2
E07000028,Carlisle,24,Diabetes [Pe5],101,21923.2
E07000028,Carlisle,25,Kidney and liver disease [Pe5],97.4,21923.2
E07000028,Carlisle,26,Musculoskeletal conditions [Pe5],91.4,21923.2
E07000028,Carlisle,27,Respiratory conditions [Pe5],88.7,21923.2
E07000028,Carlisle,28,Healthy Lives Domain,104.5,21923.2
E07000028,Carlisle,29,Behavioural risk factors [L],100.5,21923.2
E07000028,Carlisle,30,Alcohol misuse [L1],98.6,21923.2
E07000028,Carlisle,31,Drug misuse [L1],97.2,21923.2
E07000028,Carlisle,32,Healthy eating [L1],105.5,21923.2
E07000028,Carlisle,33,Physical activity [L1],96.6,21923.2
E07000028,Carlisle,34,Sedentary behaviour [L1],97.7,21923.2
E07000028,Carlisle,35,Sexually transmitted infections [L1],101.3,21923.2
E07000028,Carlisle,36,Smoking [L1],106.2,21923.2
E07000028,Carlisle,37,Children and young people [L],103.9,21923.2
E07000028,Carlisle,38,Early years development [L2],108.3,21923.2
E07000028,Carlisle,39,Pupil absences [L2],98.1,21923.2
E07000028,Carlisle,40,Pupil attainment [L2],99.2,21923.2
E07000028,Carlisle,41,Teenage pregnancy [L2],111.9,21923.2
E07000028,Carlisle,42,"Young people in education, employment and apprenticeships [L2]",102.1,21923.2
E07000028,Carlisle,43,Physiological risk factors [L],100.8,21923.2
E07000028,Carlisle,44,High blood pressure [L3],85.6,21923.2
E07000028,Carlisle,45,Low birth weight [L3],121.9,21923.2
E07000028,Carlisle,46,Overweight and obesity in adults [L3],83.8,21923.2
E07000028,Carlisle,47,Overweight and obesity in children [L3],98.4,21923.2
E07000028,Carlisle,48,Protective measures [L],109.4,21923.2
E07000028,Carlisle,49,Cancer screening attendance [L4],109.9,21923.2
E07000028,Carlisle,50,Child vaccination coverage [L4],106.9,21923.2
E07000028,Carlisle,51,Healthy Places Domain,110.1,21923.2
E07000028,Carlisle,52,Access to green space [Pl],109.8,21923.2
E07000028,Carlisle,53,Private outdoor space [Pl1],109.8,21923.2
E07000028,Carlisle,54,Access to services [Pl],87.3,21923.2
E07000028,Carlisle,55,Distance to GP services [Pl2],84.4,21923.2
E07000028,Carlisle,56,Distance to pharmacies [Pl2],93.6,21923.2
E07000028,Carlisle,57,Distance to sports or leisure facilities [Pl2],96.6,21923.2
E07000028,Carlisle,58,Internet access [Pl2],92.8,21923.2
E07000028,Carlisle,59,Patients offered acceptable GP practice appointments [Pl2],86.2,21923.2
E07000028,Carlisle,60,Crime [Pl],96.4,21923.2
E07000028,Carlisle,61,Low-level crime [Pl3],104,21923.2
E07000028,Carlisle,62,Personal crime [Pl3],89.3,21923.2
E07000028,Carlisle,63,Economic and working conditions [Pl],101.1,21923.2
E07000028,Carlisle,64,Child poverty [Pl4],97.2,21923.2
E07000028,Carlisle,65,Job-related training [Pl4],75.1,21923.2
E07000028,Carlisle,66,Unemployment [Pl4],110.9,21923.2
E07000028,Carlisle,67,Workplace safety [Pl4],100.7,21923.2
E07000028,Carlisle,68,Living conditions [Pl],129.7,21923.2
E07000028,Carlisle,69,Air pollution [Pl5],130.4,21923.2
E07000028,Carlisle,70,Household overcrowding [Pl5],145.5,21923.2
E07000028,Carlisle,71,Noise complaints [Pl5],98.2,21923.2
E07000028,Carlisle,72,Road safety [Pl5],118.4,21923.2
E07000028,Carlisle,73,Rough sleeping [Pl5],123.2,21923.2
E07000029,Copeland,1,Healthy People Domain,86.4,29692
E07000029,Copeland,2,Difficulties in daily life [Pe],87.1,29692
E07000029,Copeland,3,Disability [Pe1],87,29692
E07000029,Copeland,4,Frailty [Pe1],91.9,29692
E07000029,Copeland,5,Mental health [Pe],83.9,29692
E07000029,Copeland,6,"Children's social, emotional and mental health [Pe2]",111.7,29692
E07000029,Copeland,7,Mental health conditions [Pe2],91.8,29692
E07000029,Copeland,8,Self-harm [Pe2],87.9,29692
E07000029,Copeland,9,Suicides [Pe2],70.9,29692
E07000029,Copeland,10,Mortality [Pe],90.1,29692
E07000029,Copeland,11,Avoidable mortality [Pe3],89.3,29692
E07000029,Copeland,12,Infant mortality [Pe3],102.8,29692
E07000029,Copeland,13,Life expectancy [Pe3],90.1,29692
E07000029,Copeland,14,Mortality from all causes [Pe3],87,29692
E07000029,Copeland,15,Personal well-being [Pe],104.9,29692
E07000029,Copeland,16,Activities in life are worthwhile [Pe4],95.1,29692
E07000029,Copeland,17,Feelings of anxiety [Pe4],106.9,29692
E07000029,Copeland,18,Happiness [Pe4],114.7,29692
E07000029,Copeland,19,Life satisfaction [Pe4],101.5,29692
E07000029,Copeland,20,Physical health conditions [Pe],88.1,29692
E07000029,Copeland,21,Cancer [Pe5],83.4,29692
E07000029,Copeland,22,Cardiovascular conditions [Pe5],95.3,29692
E07000029,Copeland,23,Dementia [Pe5],103.5,29692
E07000029,Copeland,24,Diabetes [Pe5],95,29692
E07000029,Copeland,25,Kidney and liver disease [Pe5],91.9,29692
E07000029,Copeland,26,Musculoskeletal conditions [Pe5],85.5,29692
E07000029,Copeland,27,Respiratory conditions [Pe5],90.6,29692
E07000029,Copeland,28,Healthy Lives Domain,101.7,29692
E07000029,Copeland,29,Behavioural risk factors [L],107,29692
E07000029,Copeland,30,Alcohol misuse [L1],96,29692
E07000029,Copeland,31,Drug misuse [L1],106,29692
E07000029,Copeland,32,Healthy eating [L1],94.4,29692
E07000029,Copeland,33,Physical activity [L1],114.5,29692
E07000029,Copeland,34,Sedentary behaviour [L1],108.3,29692
E07000029,Copeland,35,Sexually transmitted infections [L1],116.6,29692
E07000029,Copeland,36,Smoking [L1],97.6,29692
E07000029,Copeland,37,Children and young people [L],104.2,29692
E07000029,Copeland,38,Early years development [L2],104,29692
E07000029,Copeland,39,Pupil absences [L2],93.2,29692
E07000029,Copeland,40,Pupil attainment [L2],104.3,29692
E07000029,Copeland,41,Teenage pregnancy [L2],105.1,29692
E07000029,Copeland,42,"Young people in education, employment and apprenticeships [L2]",107.7,29692
E07000029,Copeland,43,Physiological risk factors [L],84.6,29692
E07000029,Copeland,44,High blood pressure [L3],88.2,29692
E07000029,Copeland,45,Low birth weight [L3],101.6,29692
E07000029,Copeland,46,Overweight and obesity in adults [L3],92.5,29692
E07000029,Copeland,47,Overweight and obesity in children [L3],80.9,29692
E07000029,Copeland,48,Protective measures [L],109.7,29692
E07000029,Copeland,49,Cancer screening attendance [L4],102.7,29692
E07000029,Copeland,50,Child vaccination coverage [L4],114.6,29692
E07000029,Copeland,51,Healthy Places Domain,123.4,29692
E07000029,Copeland,52,Access to green space [Pl],108.1,29692
E07000029,Copeland,53,Private outdoor space [Pl1],108.1,29692
E07000029,Copeland,54,Access to services [Pl],88.2,29692
E07000029,Copeland,55,Distance to GP services [Pl2],79.6,29692
E07000029,Copeland,56,Distance to pharmacies [Pl2],89.2,29692
E07000029,Copeland,57,Distance to sports or leisure facilities [Pl2],98.6,29692
E07000029,Copeland,58,Internet access [Pl2],98.6,29692
E07000029,Copeland,59,Patients offered acceptable GP practice appointments [Pl2],89,29692
E07000029,Copeland,60,Crime [Pl],110.5,29692
E07000029,Copeland,61,Low-level crime [Pl3],122,29692
E07000029,Copeland,62,Personal crime [Pl3],97.6,29692
E07000029,Copeland,63,Economic and working conditions [Pl],108.9,29692
E07000029,Copeland,64,Child poverty [Pl4],100.8,29692
E07000029,Copeland,65,Job-related training [Pl4],105.2,29692
E07000029,Copeland,66,Unemployment [Pl4],118.8,29692
E07000029,Copeland,67,Workplace safety [Pl4],104.2,29692
E07000029,Copeland,68,Living conditions [Pl],140.8,29692
E07000029,Copeland,69,Air pollution [Pl5],138.6,29692
E07000029,Copeland,70,Household overcrowding [Pl5],161.2,29692
E07000029,Copeland,71,Noise complaints [Pl5],116,29692
E07000029,Copeland,72,Road safety [Pl5],119.3,29692
E07000029,Copeland,73,Rough sleeping [Pl5],123.2,29692
E07000030,Eden,1,Healthy People Domain,113.6,21782.8
E07000030,Eden,2,Difficulties in daily life [Pe],98.8,21782.8
E07000030,Eden,3,Disability [Pe1],91.3,21782.8
E07000030,Eden,4,Frailty [Pe1],106.6,21782.8
E07000030,Eden,5,Mental health [Pe],108.1,21782.8
E07000030,Eden,6,"Children's social, emotional and mental health [Pe2]",98.5,21782.8
E07000030,Eden,7,Mental health conditions [Pe2],122.5,21782.8
E07000030,Eden,8,Self-harm [Pe2],107.3,21782.8
E07000030,Eden,9,Suicides [Pe2],93.2,21782.8
E07000030,Eden,10,Mortality [Pe],117.8,21782.8
E07000030,Eden,11,Avoidable mortality [Pe3],115.9,21782.8
E07000030,Eden,12,Infant mortality [Pe3],120.6,21782.8
E07000030,Eden,13,Life expectancy [Pe3],119,21782.8
E07000030,Eden,14,Mortality from all causes [Pe3],111.9,21782.8
E07000030,Eden,15,Personal well-being [Pe],100.6,21782.8
E07000030,Eden,16,Activities in life are worthwhile [Pe4],88,21782.8
E07000030,Eden,17,Feelings of anxiety [Pe4],110.7,21782.8
E07000030,Eden,18,Happiness [Pe4],97.1,21782.8
E07000030,Eden,19,Life satisfaction [Pe4],108.1,21782.8
E07000030,Eden,20,Physical health conditions [Pe],120.8,21782.8
E07000030,Eden,21,Cancer [Pe5],99.2,21782.8
E07000030,Eden,22,Cardiovascular conditions [Pe5],110.6,21782.8
E07000030,Eden,23,Dementia [Pe5],122.3,21782.8
E07000030,Eden,24,Diabetes [Pe5],139.2,21782.8
E07000030,Eden,25,Kidney and liver disease [Pe5],106.3,21782.8
E07000030,Eden,26,Musculoskeletal conditions [Pe5],126.6,21782.8
E07000030,Eden,27,Respiratory conditions [Pe5],106.9,21782.8
E07000030,Eden,28,Healthy Lives Domain,116,21782.8
E07000030,Eden,29,Behavioural risk factors [L],120.1,21782.8
E07000030,Eden,30,Alcohol misuse [L1],126.4,21782.8
E07000030,Eden,31,Drug misuse [L1],104.7,21782.8
E07000030,Eden,32,Healthy eating [L1],101.1,21782.8
E07000030,Eden,33,Physical activity [L1],120.8,21782.8
E07000030,Eden,34,Sedentary behaviour [L1],115.4,21782.8
E07000030,Eden,35,Sexually transmitted infections [L1],97.2,21782.8
E07000030,Eden,36,Smoking [L1],124.4,21782.8
E07000030,Eden,37,Children and young people [L],114.8,21782.8
E07000030,Eden,38,Early years development [L2],111.3,21782.8
E07000030,Eden,39,Pupil absences [L2],114.3,21782.8
E07000030,Eden,40,Pupil attainment [L2],106.9,21782.8
E07000030,Eden,41,Teenage pregnancy [L2],107.6,21782.8
E07000030,Eden,42,"Young people in education, employment and apprenticeships [L2]",113.8,21782.8
E07000030,Eden,43,Physiological risk factors [L],102.8,21782.8
E07000030,Eden,44,High blood pressure [L3],138,21782.8
E07000030,Eden,45,Low birth weight [L3],111.3,21782.8
E07000030,Eden,46,Overweight and obesity in adults [L3],90.2,21782.8
E07000030,Eden,47,Overweight and obesity in children [L3],102.6,21782.8
E07000030,Eden,48,Protective measures [L],113.5,21782.8
E07000030,Eden,49,Cancer screening attendance [L4],112.7,21782.8
E07000030,Eden,50,Child vaccination coverage [L4],111.4,21782.8
E07000030,Eden,51,Healthy Places Domain,114.1,21782.8
E07000030,Eden,52,Access to green space [Pl],98.4,21782.8
E07000030,Eden,53,Private outdoor space [Pl1],98.4,21782.8
E07000030,Eden,54,Access to services [Pl],74.4,21782.8
E07000030,Eden,55,Distance to GP services [Pl2],74.7,21782.8
E07000030,Eden,56,Distance to pharmacies [Pl2],78,21782.8
E07000030,Eden,57,Distance to sports or leisure facilities [Pl2],79.2,21782.8
E07000030,Eden,58,Internet access [Pl2],75.6,21782.8
E07000030,Eden,59,Patients offered acceptable GP practice appointments [Pl2],105.7,21782.8
E07000030,Eden,60,Crime [Pl],115.8,21782.8
E07000030,Eden,61,Low-level crime [Pl3],120.7,21782.8
E07000030,Eden,62,Personal crime [Pl3],108.7,21782.8
E07000030,Eden,63,Economic and working conditions [Pl],106.5,21782.8
E07000030,Eden,64,Child poverty [Pl4],101.8,21782.8
E07000030,Eden,65,Job-related training [Pl4],89.8,21782.8
E07000030,Eden,66,Unemployment [Pl4],116.7,21782.8
E07000030,Eden,67,Workplace safety [Pl4],89.4,21782.8
E07000030,Eden,68,Living conditions [Pl],139,21782.8
E07000030,Eden,69,Air pollution [Pl5],138.1,21782.8
E07000030,Eden,70,Household overcrowding [Pl5],157.8,21782.8
E07000030,Eden,71,Noise complaints [Pl5],106.3,21782.8
E07000030,Eden,72,Road safety [Pl5],124.6,21782.8
E07000030,Eden,73,Rough sleeping [Pl5],123.2,21782.8
E07000031,South Lakeland,1,Healthy People Domain,119.2,#N/A
E07000031,South Lakeland,2,Difficulties in daily life [Pe],108.2,#N/A
E07000031,South Lakeland,3,Disability [Pe1],94.7,#N/A
E07000031,South Lakeland,4,Frailty [Pe1],118.8,#N/A
E07000031,South Lakeland,5,Mental health [Pe],107.5,#N/A
E07000031,South Lakeland,6,"Children's social, emotional and mental health [Pe2]",111.6,#N/A
E07000031,South Lakeland,7,Mental health conditions [Pe2],108.8,#N/A
E07000031,South Lakeland,8,Self-harm [Pe2],104.8,#N/A
E07000031,South Lakeland,9,Suicides [Pe2],98,#N/A
E07000031,South Lakeland,10,Mortality [Pe],110,#N/A
E07000031,South Lakeland,11,Avoidable mortality [Pe3],110.5,#N/A
E07000031,South Lakeland,12,Infant mortality [Pe3],96.2,#N/A
E07000031,South Lakeland,13,Life expectancy [Pe3],109.2,#N/A
E07000031,South Lakeland,14,Mortality from all causes [Pe3],114.9,#N/A
E07000031,South Lakeland,15,Personal well-being [Pe],114.7,#N/A
E07000031,South Lakeland,16,Activities in life are worthwhile [Pe4],114.1,#N/A
E07000031,South Lakeland,17,Feelings of anxiety [Pe4],101.4,#N/A
E07000031,South Lakeland,18,Happiness [Pe4],120.9,#N/A
E07000031,South Lakeland,19,Life satisfaction [Pe4],111.2,#N/A
E07000031,South Lakeland,20,Physical health conditions [Pe],124.3,#N/A
E07000031,South Lakeland,21,Cancer [Pe5],115.1,#N/A
E07000031,South Lakeland,22,Cardiovascular conditions [Pe5],110.3,#N/A
E07000031,South Lakeland,23,Dementia [Pe5],128.7,#N/A
E07000031,South Lakeland,24,Diabetes [Pe5],124.4,#N/A
E07000031,South Lakeland,25,Kidney and liver disease [Pe5],127.1,#N/A
E07000031,South Lakeland,26,Musculoskeletal conditions [Pe5],116.6,#N/A
E07000031,South Lakeland,27,Respiratory conditions [Pe5],118.9,#N/A
E07000031,South Lakeland,28,Healthy Lives Domain,115.4,#N/A
E07000031,South Lakeland,29,Behavioural risk factors [L],118.8,#N/A
E07000031,South Lakeland,30,Alcohol misuse [L1],111.6,#N/A
E07000031,South Lakeland,31,Drug misuse [L1],104.1,#N/A
E07000031,South Lakeland,32,Healthy eating [L1],114.7,#N/A
E07000031,South Lakeland,33,Physical activity [L1],116.1,#N/A
E07000031,South Lakeland,34,Sedentary behaviour [L1],114.4,#N/A
E07000031,South Lakeland,35,Sexually transmitted infections [L1],99.8,#N/A
E07000031,South Lakeland,36,Smoking [L1],118.2,#N/A
E07000031,South Lakeland,37,Children and young people [L],121.4,#N/A
E07000031,South Lakeland,38,Early years development [L2],117.5,#N/A
E07000031,South Lakeland,39,Pupil absences [L2],113.8,#N/A
E07000031,South Lakeland,40,Pupil attainment [L2],119.7,#N/A
E07000031,South Lakeland,41,Teenage pregnancy [L2],121.4,#N/A
E07000031,South Lakeland,42,"Young people in education, employment and apprenticeships [L2]",121.2,#N/A
E07000031,South Lakeland,43,Physiological risk factors [L],104.7,#N/A
E07000031,South Lakeland,44,High blood pressure [L3],128.7,#N/A
E07000031,South Lakeland,45,Low birth weight [L3],111.3,#N/A
E07000031,South Lakeland,46,Overweight and obesity in adults [L3],107.4,#N/A
E07000031,South Lakeland,47,Overweight and obesity in children [L3],98.4,#N/A
E07000031,South Lakeland,48,Protective measures [L],104.6,#N/A
E07000031,South Lakeland,49,Cancer screening attendance [L4],97.5,#N/A
E07000031,South Lakeland,50,Child vaccination coverage [L4],110.7,#N/A
E07000031,South Lakeland,51,Healthy Places Domain,119.8,#N/A
E07000031,South Lakeland,52,Access to green space [Pl],93.2,#N/A
E07000031,South Lakeland,53,Private outdoor space [Pl1],93.2,#N/A
E07000031,South Lakeland,54,Access to services [Pl],89.5,#N/A
E07000031,South Lakeland,55,Distance to GP services [Pl2],86.5,#N/A
E07000031,South Lakeland,56,Distance to pharmacies [Pl2],86.3,#N/A
E07000031,South Lakeland,57,Distance to sports or leisure facilities [Pl2],90.6,#N/A
E07000031,South Lakeland,58,Internet access [Pl2],96.8,#N/A
E07000031,South Lakeland,59,Patients offered acceptable GP practice appointments [Pl2],115.9,#N/A
E07000031,South Lakeland,60,Crime [Pl],121.2,#N/A
E07000031,South Lakeland,61,Low-level crime [Pl3],129.6,#N/A
E07000031,South Lakeland,62,Personal crime [Pl3],109.9,#N/A
E07000031,South Lakeland,63,Economic and working conditions [Pl],111.6,#N/A
E07000031,South Lakeland,64,Child poverty [Pl4],108,#N/A
E07000031,South Lakeland,65,Job-related training [Pl4],96.4,#N/A
